grid_id,centroid_lat,centroid_lon,area_m2
G0059,28.785799377970243,77.23213529965172,250000.0
G0060,28.790309066263863,77.23223139187643,250000.0
G0061,28.794818751250364,77.23232750613658,250000.0
G0062,28.799328432929364,77.2324236424362,250000.0
G0063,28.803838111300497,77.2325198007793,250000.0
G0064,28.808347786363385,77.23261598116989,250000.0
G0065,28.812857458117627,77.232712183612,250000.0
G0066,28.81736712656286,77.23280840810963,250000.0
G0067,28.82109843788292,77.23290081826178,163608.83827146736
G0068,28.759840348430995,77.23878414752917,21075.151376288068
G0069,28.763555812031846,77.23872003790235,54439.414069112
G0070,28.767883712026627,77.23806873145219,129347.44203602895
G0071,28.77232576373987,77.23712670089473,230098.54672248094
G0072,28.776695282022164,77.23706177578151,250000.0
G0073,28.78120496120216,77.23715804377063,250000.0
G0074,28.785714637074474,77.23725433383753,250000.0
G0075,28.790224309638738,77.23735064598623,250000.0
G0076,28.794733978894566,77.23744698022072,250000.0
G0077,28.799243644841557,77.23754333654509,250000.0
G0078,28.80375330747938,77.23763971496331,250000.0
G0079,28.808262966807614,77.23773611547944,250000.0
G0080,28.8127726228259,77.23783253809748,250000.0
G0081,28.817282275533856,77.23792898282149,250000.0
G0082,28.821314737193653,77.23811773850765,196316.6483740383
G0083,28.759372866312326,77.24198429177291,158630.3159471705
G0084,28.763081368759952,77.24189101750008,250000.0
G0085,28.767591042102023,77.24198743894823,250000.0
G0086,28.772100712136226,77.24208388251243,250000.0
G0087,28.77661037886219,77.2421803481967,250000.0
G0088,28.781120042279525,77.24227683600506,250000.0
G0089,28.785629702387865,77.24237334594156,250000.0
G0090,28.79013935918682,77.2424698780102,250000.0
G0091,28.794649012676015,77.24256643221504,250000.0
G0092,28.79915866285507,77.2426630085601,250000.0
G0093,28.803668309723612,77.24275960704944,250000.0
G0094,28.808177953281252,77.24285622768706,250000.0
G0095,28.81268759352762,77.24295287047701,250000.0
G0096,28.817197230462316,77.24304953542335,250000.0
G0097,28.821450092974676,77.24309770049366,221242.4080497496
G0098,28.75590502835295,77.24821631157509,17674.17854669971
G0099,28.758559408433708,77.24698807094032,240841.4351355209
G0100,28.762996319271927,77.24700890864757,250000.0
G0101,28.767505976819383,77.24710554975994,250000.0
G0102,28.77201563105764,77.24720221303866,250000.0
G0103,28.776525281986327,77.24729889848778,250000.0
G0104,28.78103492960507,77.24739560611135,250000.0
G0105,28.785544573913477,77.24749233591342,250000.0
G0106,28.790054214911187,77.24758908789798,250000.0
G0107,28.794563852597815,77.24768586206912,250000.0
G0108,28.79907348697296,77.24778265843085,250000.0
G0109,28.803583118036265,77.24787947698724,250000.0
G0110,28.80809274578736,77.24797631774233,250000.0
G0111,28.812602370225832,77.24807318070016,250000.0
G0112,28.817111991351336,77.24817006586478,250000.0
G0113,28.821262771952817,77.2482675332668,209151.28744756256
G0114,28.82464209310127,77.2507777167139,3631.2754046788914
G0115,28.75577658716032,77.2516211617295,39162.00168537574
G0116,28.75840143115187,77.25202993907286,250000.0
G0117,28.7629110761789,77.25212677763274,250000.0
G0118,28.767420717895796,77.25222363840528,250000.0
G0119,28.771930356302168,77.2523205213945,250000.0
G0120,28.776439991397655,77.25241742660445,250000.0
G0121,28.780949623181858,77.25251435403918,250000.0
G0122,28.785459251654398,77.25261130370275,250000.0
G0123,28.789968876814918,77.2527082755992,250000.0
G0124,28.79447849866302,77.25280526973259,250000.0
G0125,28.79898811719831,77.25290228610694,250000.0
G0126,28.803497732420443,77.25299932472637,250000.0
G0127,28.80800734432902,77.25309638559487,250000.0
G0128,28.812516952923655,77.25319346871652,250000.0
G0129,28.81702655820397,77.2532905740954,250000.0
G0130,28.821536160169618,77.25338770173553,250000.0
G0131,28.825780288331117,77.2538558166187,204606.3711763294
G0132,28.829368142237442,77.25521471226654,48151.18671838035
G0133,28.73752220835215,77.25841232493019,19483.253623059954
G0134,28.740307448448565,77.25751060433738,175687.73269071904
G0135,28.744455677214866,77.25805830026324,124708.29761833248
G0136,28.748530942293158,77.25909103665425,14862.392453343005
G0137,28.754473908514914,77.25765441674282,148833.10571293533
G0138,28.75831601032205,77.25714756623958,250000.0
G0139,28.762825639483925,77.25724462440527,250000.0
G0140,28.76733526533434,77.25734170483392,250000.0
G0141,28.7718448878729,77.25743880752958,250000.0
G0142,28.776354507099242,77.25753593249631,250000.0
G0143,28.780864123012968,77.25763307973817,250000.0
G0144,28.785373735613714,77.2577302492592,250000.0
G0145,28.789883344901092,77.25782744106348,250000.0
G0146,28.794392950874723,77.25792465515507,250000.0
G0147,28.79890255353422,77.25802189153802,250000.0
G0148,28.803412152879215,77.25811915021639,250000.0
G0149,28.807921748909315,77.25821643119426,250000.0
G0150,28.81243134162416,77.25831373447566,250000.0
G0151,28.81694093102334,77.25841106006473,250000.0
G0152,28.82145051710651,77.25850840796546,250000.0
G0153,28.82596009987327,77.25860577818197,250000.0
G0154,28.83040956878611,77.25872194376697,242608.38801475466
G0155,28.833385617105183,77.25823432231428,30885.5860999835
G0156,28.73684399975244,77.26191553374774,119415.02215304253
G0157,28.74019190976572,77.26187628312908,250000.0
G0158,28.74470153627391,77.26197347168406,250000.0
G0159,28.7492070270126,77.26208590741,248484.58960814492
G0160,28.753720779356083,77.26216791568915,250000.0
G0161,28.7582303959293,77.26226517114738,250000.0
G0162,28.762740009190097,77.26236244891483,250000.0
G0163,28.767249619138102,77.26245974899554,250000.0
G0164,28.77175922577292,77.2625570713936,250000.0
G0165,28.776268829094196,77.26265441611305,250000.0
G0166,28.78077842910151,77.26275178315797,250000.0
G0167,28.785288025794493,77.26284917253243,250000.0
G0168,28.7897976191728,77.26294658424048,250000.0
G0169,28.794307209236013,77.2630440182862,250000.0
G0170,28.798816795983758,77.26314147467365,250000.0
G0171,28.80332637941566,77.26323895340693,250000.0
G0172,28.807835959531356,77.26333645449009,250000.0
G0173,28.812345536330433,77.26343397792719,250000.0
G0174,28.816855109812533,77.26353152372235,250000.0
G0175,28.821364679977254,77.26362909187964,250000.0
G0176,28.825874246824245,77.2637266824031,250000.0
G0177,28.83037040682246,77.26383838208461,248459.4575308281
G0178,28.83310880712356,77.26457165953798,41973.732922855444
G0179,28.736806542537018,77.26687351989689,115809.56114502624
G0180,28.740106165547786,77.26699298783986,250000.0
G0181,28.74461577612432,77.26709039579136,250000.0
G0182,28.74912538338824,77.26718782609018,250000.0
G0183,28.753634987339176,77.26728527874036,250000.0
G0184,28.758144587976727,77.26738275374599,250000.0
G0185,28.762654185300523,77.26748025111112,250000.0
G0186,28.76716377931019,77.26757777083986,250000.0
G0187,28.771673370005335,77.26767531293623,250000.0
G0188,28.776182957385586,77.26777287740434,250000.0
G0189,28.780692541450552,77.26787046424826,250000.0
G0190,28.785202122199877,77.26796807347205,250000.0
G0191,28.789711699633145,77.26806570507979,250000.0
